DQ_pct_X,TBZ_pct_Y,THI_pct_Z,Z2,density
8,56,36,0.6065,0.4283
8,57,35,0.6024,0.4200
8,58,34,0.5980,0.4116
8,59,33,0.5931,0.4034
8,60,32,0.5878,0.3952
8,61,31,0.5821,0.3871
8,62,30,0.5759,0.3791
8,63,29,0.5693,0.3712
8,64,28,0.5623,0.3635
8,65,27,0.5549,0.3558
8,66,26,0.5470,0.3481
8,67,25,0.5388,0.3405
8,68,24,0.5303,0.3329
8,69,23,0.5214,0.3252
8,70,22,0.5122,0.3174
8,71,21,0.5028,0.3096
8,72,20,0.4931,0.3016
8,73,19,0.4833,0.2934
8,74,18,0.4733,0.2850
8,75,17,0.4631,0.2765
8,76,16,0.4529,0.2677
8,77,15,0.4425,0.2587
8,78,14,0.4321,0.2494
8,79,13,0.4216,0.2399
8,80,12,0.4112,0.2303
